round_epochs,loss,acc,val_loss,val_acc,activation,batch_size,dropout,emb_output_dims,epochs,first_neuron,last_activation,losses,lr,optimizer,shape,weight_regulizer
100,0.1821495359746095,0.08925234,0.1750000059159834,0.125,relu,32,0,None,100,32,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,brick,None
100,0.18093458350016692,0.0953271,0.17910448317207509,0.104477614,relu,32,0,None,100,32,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.00022323800083888946,0.99859816,0.005125768460997204,0.9682836,relu,32,0,None,100,32,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,brick,None
100,0.00015134404309135447,0.9990654,0.005591193487694611,0.9664179,relu,32,0,None,100,32,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,long_funnel,None
100,0.17925233966279253,0.103738315,0.1798507493378511,0.10074627,relu,32,0,None,100,32,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.1783177630366566,0.108411215,0.18208955717620565,0.08955224,relu,32,0,None,100,32,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.17887850966408989,0.10560748,0.18022388575682,0.0988806,relu,32,0,None,100,32,softmax,mse,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,brick,None
100,0.1800934615536271,0.09953271,0.1805970195069242,0.09701493,relu,32,0,None,100,32,softmax,mse,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.17887850846642644,0.10560748,0.18022388664644157,0.0988806,relu,32,0,None,100,32,softmax,mse,5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,brick,None
100,0.17841122022299008,0.10794392,0.18171642097964216,0.09141791,relu,32,0,None,100,32,softmax,mse,5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,long_funnel,None
100,0.18009346302981688,0.09953271,0.18283582467641404,0.0858209,relu,32,0,None,100,32,softmax,mse,5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.17841121991661107,0.10794392,0.18171642186926373,0.09141791,relu,32,0,None,100,32,softmax,mse,5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,2.349737534121932,0.10560748,2.369697200718211,0.10074627,relu,32,0,None,100,32,softmax,categorical_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,brick,None
100,2.353342372234737,0.09953271,2.395776837619383,0.0858209,relu,32,0,None,100,32,softmax,categorical_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,1.3912362838459906,0.3962617,1.4706871456174708,0.3955224,relu,32,0,None,100,32,softmax,categorical_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,brick,None
100,0.8407405246083981,0.6630841,0.9686876571000512,0.6324627,relu,32,0,None,100,32,softmax,categorical_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,long_funnel,None
100,2.386086748693591,0.09953271,2.3749417226705978,0.10074627,relu,32,0,None,100,32,softmax,categorical_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,2.39051002297446,0.092523366,2.3963041198787405,0.0988806,relu,32,0,None,100,32,softmax,categorical_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,2.841091823577881,0.10093458,2.9764672072965705,0.125,relu,32,0,None,100,32,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,brick,None
100,2.9306356403315177,0.09439252,2.857072997449049,0.104477614,relu,32,0,None,100,32,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,2.3095531615141396,0.10794392,2.3166978465977,0.10074627,relu,32,0,None,100,32,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,brick,None
100,2.311688873255364,0.09859813,2.3167908689868986,0.09701493,relu,32,0,None,100,32,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,long_funnel,None
100,5.6037936709751595,0.09719626,5.403471541048876,0.09141791,relu,32,0,None,100,32,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,5.6865579827923645,0.101401865,4.3273821731111894,0.09701493,relu,32,0,None,100,32,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.18009346213853247,0.09953271,0.18283582356438707,0.0858209,relu,32,0,None,100,64,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,brick,None
100,0.17887850891206866,0.10560748,0.18022388375517148,0.0988806,relu,32,0,None,100,64,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,8.957150579556434e-05,0.9995327,0.005237691635989673,0.9701493,relu,32,0,None,100,64,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,brick,None
100,0.18018691812720256,0.09906542,0.1805970190621134,0.09701493,relu,32,0,None,100,64,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,long_funnel,None
100,0.17925234203026674,0.103738315,0.17985075022747268,0.10074627,relu,32,0,None,100,64,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.18093458408507232,0.0953271,0.17910448183764272,0.104477614,relu,32,0,None,100,64,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.17831776208966693,0.108411215,0.18208955739861105,0.08955224,relu,32,0,None,100,64,softmax,mse,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,brick,None
100,0.17887850985905834,0.10560748,0.18022388575682,0.0988806,relu,32,0,None,100,64,softmax,mse,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.18093458350016692,0.0953271,0.17910448139283194,0.104477614,relu,32,0,None,100,64,softmax,mse,5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,brick,None
100,0.17887850913488976,0.10560748,0.18022388419998225,0.0988806,relu,32,0,None,100,64,softmax,mse,5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,long_funnel,None
